id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1419,Beautiful home in amazing area!,1565,Alexandra,,Little Portugal,43.6459,-79.42423,Entire home/apt,,28,6,2017-08-07,0.06,1,0,0,
8077,Downtown Harbourfront Private Room,22795,Kathie & Larry,,Waterfront Communities-The Island,43.6408,-79.37673,Private room,,180,169,2013-08-27,0.96,2,0,0,
26654,"World Class @ CN Tower, convention centre, Theatre",113345,Adela,,Waterfront Communities-The Island,43.64608,-79.39032,Entire home/apt,164,28,42,2023-09-01,0.26,5,115,2,
307726,Boutique Chic at Maple Leaf Square,1108156,Karen,,Waterfront Communities-The Island,43.64221,-79.38061,Entire home/apt,,28,66,2022-05-28,0.45,2,0,0,
27423,Executive Studio Unit- Ideal for One Person,118124,Brent,,South Riverdale,43.66884,-79.32725,Entire home/apt,75,90,28,2023-08-31,0.17,1,146,1,
314459,Cosy room by Toronto's Danforth Ave,1615944,Julia,,Blake-Jones,43.67739,-79.33599,Private room,,28,37,2023-01-31,0.26,1,0,0,
325432,"Great 'hood, no car needed, 3.5br",1664812,Mark,,High Park North,43.66106,-79.45605,Entire home/apt,,28,0,,,1,0,0,
335446,Quiet Oasis near Eaton Centre,1704172,Vanessa,,Moss Park,43.65744,-79.37228,Private room,100,28,121,2023-12-17,0.83,2,277,1,
339418,Cozy Room in Midtown Near Subway,1027776,Willy,,Mount Pleasant West,43.69954,-79.3933,Private room,60,28,85,2020-02-29,0.58,1,0,0,
361557,Downtown/Stylish 2 Bdr.   Apt /Garden +Parking,174063,Denis,,South Parkdale,43.63557,-79.43999,Entire home/apt,,750,65,2022-02-05,0.46,4,364,0,
30931,Downtown Toronto - Waterview Condo,22795,Kathie & Larry,,Waterfront Communities-The Island,43.64015,-79.37625,Entire home/apt,,180,1,2010-08-11,0.01,2,0,0,
361831,Townhome/Condo at The Mona Lisa,1828773,Silvana,,Willowdale East,43.77873,-79.41245,Private room,,28,0,,,1,0,0,
40456,Downtown- King Size Bed and Parking,174063,Denis,,South Parkdale,43.63539,-79.4401,Entire home/apt,,750,113,2023-06-19,0.69,4,364,2,
42892,Downtown 3 Beds 2 Baths @ Union & Harbourfront,187320,Downtown Suite Living,,Waterfront Communities-The Island,43.6445,-79.38019,Entire home/apt,140,30,0,,,12,364,0,
363057,Charming Century House in Beaches,1816495,Katharine,,The Beaches,43.67262,-79.30057,Entire home/apt,168,1,43,2024-01-12,0.53,3,197,18,STR-2203-GGLHHF
43964,Private Basement Apartment with Parking,192364,Mitra,,Wexford/Maryvale,43.74922,-79.29188,Entire home/apt,,1,67,2023-09-25,0.77,1,0,13,STR-2012-FMQPHC
366973,Spacious Modern Cozy King W Toronto,1015670,Grace,,Waterfront Communities-The Island,43.64226,-79.40076,Entire home/apt,361,28,9,2017-09-12,0.08,1,358,0,
44452,Yonge & Bloor Studio Skyline,195095,Urbano,,Rosedale-Moore Park,43.67193,-79.3859,Entire home/apt,126,28,66,2023-08-04,0.41,13,219,2,
380910,"Fab, Private 1 Bdrm Suite Close to Everything!",1910540,Lesley,,Danforth,43.68087,-79.34306,Private room,85,1,117,2024-01-06,1.00,1,333,24,STR-2101-HYRVHL
44469,Yonge & Bloor 2 Bedroom Apartment,195095,Urbano,,Rosedale-Moore Park,43.67129,-79.38634,Private room,104,30,8,2017-08-27,0.05,13,258,0,
387077,Furnished Downtown Studio Suite 2,304551,Kintoo,,University,43.66143,-79.40883,Private room,60,120,4,2023-09-30,0.03,9,289,2,
45399,Fountain View Studio - Eaton center,195095,Urbano,,Bay Street Corridor,43.66123,-79.38336,Entire home/apt,125,28,86,2023-11-19,0.53,13,305,3,
45453,Yonge & Bloor 2 Bedroom Master,195095,Urbano,,Rosedale-Moore Park,43.67128,-79.38422,Private room,105,28,9,2018-09-02,0.06,13,365,0,
390395,SUNNY DBL CORKTOWN BREAKFAST EAST DOWNTOWN,1952926,Sean,,Moss Park,43.65612,-79.36054,Private room,60,28,829,2022-10-22,5.73,1,1,0,
45893,Yonge & Bloor Lakeview Master BR,195095,Urbano,,Rosedale-Moore Park,43.6718,-79.38488,Private room,90,28,22,2023-06-24,0.14,13,229,2,
50110,Yorkville one bedroom Condo,195095,Urbano,,Church-Yonge Corridor,43.66899,-79.38559,Entire home/apt,162,28,59,2023-12-08,0.37,13,271,1,
393873,"Sunny, Spacious, Downtown 1 Bedroom",1870492,Katie,,Niagara,43.64455,-79.40312,Entire home/apt,115,183,21,2016-09-27,0.15,1,358,0,
401823,Furnished Downtown Studio Suite 6,304551,Kintoo,,Palmerston-Little Italy,43.66075,-79.4096,Entire home/apt,80,120,8,2021-12-31,0.06,9,292,0,
51616,Large room in trendy King Street West.,237587,John,,Niagara,43.64296,-79.40451,Private room,,91,24,2018-11-11,0.26,1,0,0,
403200,Yonge & Bloor Lakview Bedroom,195095,Urbano,,Rosedale-Moore Park,43.67176,-79.38555,Private room,69,28,5,2023-06-30,0.04,13,365,1,
62545,Furnished Heritage Rooms Downtown 1,304551,Kintoo,,Niagara,43.64611,-79.4071,Private room,50,90,23,2019-12-20,0.14,9,75,0,
64635,Furnished Heritage Rooms Downtown 2,304551,Kintoo,,Niagara,43.64482,-79.40897,Private room,50,120,17,2023-09-01,0.11,9,80,2,
64641,Furnished Heritage Rooms Downtown,304551,Kintoo,,Niagara,43.64453,-79.40736,Private room,50,120,23,2023-12-30,0.14,9,56,3,
66856,Furnished Downtown Room,304551,Kintoo,,Niagara,43.64642,-79.40736,Private room,45,90,3,2023-10-20,0.02,9,260,2,
406646,1BR-Close to Don Mills & Eglinton 202,1854872,Nadarajah,,Flemingdon Park,43.72054,-79.33524,Private room,30,28,43,2023-11-07,0.34,5,174,6,
71118,Furnished Downtown Loft Suite,304551,Kintoo,,Niagara,43.64605,-79.4069,Private room,77,60,13,2023-10-23,0.08,9,365,1,
413276,Yonge & Wellesley Entire Condo,2056128,Robert,,Church-Yonge Corridor,43.66429,-79.383,Entire home/apt,246,2,81,2024-01-12,0.57,2,6,3,STR-2204-GLMPHG
84151,North City View DT Apartment,195095,Urbano,,Rosedale-Moore Park,43.67138,-79.38424,Entire home/apt,160,30,23,2024-02-02,0.15,13,347,3,
96336,John & Bren's Queen West 3 bedroom townhouse,511506,Brenda,,Niagara,43.64388,-79.41011,Entire home/apt,249,3,151,2024-01-02,1.20,1,26,7,STR-2009-FXRRPD
418607,PRIVATE ROOM MIDTOWN TORONTO,2079464,Maddie,,Mount Pleasant West,43.69747,-79.39304,Private room,62,29,125,2019-11-07,0.89,1,364,0,
112842,Gorgeous Condo near High Park!!,575127,Micheline,,High Park North,43.65703,-79.46719,Entire home/apt,66,120,12,2017-03-05,0.08,1,47,0,
429943,Super Studio in the Upper Beach,377846,Nick & Nena,,East End-Danforth,43.68672,-79.29328,Entire home/apt,59,28,46,2023-12-18,0.32,18,365,1,
119441,STYLISH  LAKEVIEW / KING SIZE BED/DOWNTOWN+PARKING,174063,Denis,,South Parkdale,43.63737,-79.44022,Entire home/apt,110,60,83,2024-01-30,0.54,4,135,4,
131401,WATERFRONT LUXURY SUITE - Downtown,604233,WaterfrontExecSuites,,Niagara,43.63649,-79.40171,Entire home/apt,76,45,11,2023-05-17,0.10,1,164,1,
456371,Calming Bedroom 1 - Beaches Toronto,2268652,Julie,,Woodbine Corridor,43.67549,-79.3104,Private room,35,30,19,2023-08-31,0.16,3,31,1,
457588,Furnished Luxury @ The Eaton Centre,1805882,Elisabeth,,Church-Yonge Corridor,43.65469,-79.37986,Entire home/apt,,28,8,2022-08-27,0.06,3,0,0,Exempt
179578,Furnished 1+1 bed Condo Apartment,545074,Sohail,,Woburn,43.78196,-79.24634,Entire home/apt,,28,0,,,2,0,0,
184784,2 bd Apt at Yonge & Bloor Yorkville,656777,Pere,,Church-Yonge Corridor,43.67005,-79.38372,Entire home/apt,219,180,63,2023-04-30,0.41,1,351,1,
462366,Quaint Mid-Town Toronto Guestroom,2297131,Liz,,Brookhaven-Amesbury,43.7054,-79.48584,Private room,,28,34,2022-10-14,0.24,1,8,0,
192335,Studio Loft- 2 flr- Liberty Village,140602,Mario,,South Parkdale,43.63677,-79.42099,Entire home/apt,,28,53,2020-03-02,0.35,1,0,0,
466650,Spacious Scandinavian Style Home in King West,1039434,Juli,,Niagara,43.64322,-79.40293,Entire home/apt,299,28,71,2023-08-01,0.51,3,90,1,STR-2109-HKGHHK
192860,modern clean quiet 2B@ High Park -40% monthly,533496,Eberhard,,Junction Area,43.66492,-79.47384,Entire home/apt,120,185,128,2023-01-10,0.85,2,236,0,STR-2010-FPPDPC
473827,Designer-inspired Toronto living,2349264,George,,Oakwood Village,43.6879,-79.43938,Entire home/apt,115,28,100,2023-11-05,0.71,1,134,2,
196584,Spacious 1 Bedroom Suite on Subway Line!,957466,Karen,,Oakridge,43.69431,-79.28563,Entire home/apt,92,18,51,2024-01-06,0.56,1,266,14,STR-2012-HLWPHK
207206,Beautiful Newly Renovated 2BDM Home,1019538,Stefan,,Little Portugal,43.6471,-79.4376,Entire home/apt,,28,22,2023-01-11,0.15,1,363,0,STR-2010-GPKRPG
495303,Your Home In Toronto,1241161,Danny,,Dovercourt-Wallace Emerson-Junction,43.66446,-79.42537,Entire home/apt,106,29,115,2019-11-11,0.83,1,90,0,
516823,"Monthly, Cozy + Clean Studio in the Junction",533496,Eberhard,,Junction Area,43.66672,-79.47492,Entire home/apt,110,31,181,2023-09-25,1.28,2,74,2,
224775,"Location, Location downtown Toronto /  Lower Rate",1170217,Frank,,Church-Yonge Corridor,43.6619,-79.37727,Private room,75,28,37,2023-12-24,0.35,2,170,4,
228568,BEST VIEW in the City! Luxury condo,934821,Robert,,Cabbagetown-South St.James Town,43.66593,-79.37655,Entire home/apt,,28,76,2023-09-11,0.51,2,1,11,STR-2104-FLPKVB
517709,Bright House with Vegetable Garden,2549053,Nathalie,,Trinity-Bellwoods,43.65131,-79.4116,Entire home/apt,300,28,78,2023-03-09,0.56,1,197,1,
232794,Unrivaled location on Yorkville Ave/2000 sq ft,1218097,Susan,,Annex,43.6715929,-79.3908687,Entire home/apt,200,28,5,2020-03-18,0.04,1,255,0,
526594,Small Dog friendly Apt Garden Free Park EV charger,2588098,Reiner,,Willowdale East,43.76651,-79.40411,Entire home/apt,108,28,6,2014-12-01,0.04,1,180,0,
526705,★ High-Tech Authentic Luxurious Loft -Queen West ★,1698603,Kyle,,Roncesvalles,43.64264,-79.43215,Entire home/apt,314,2,73,2024-01-06,0.52,1,306,11,STR-2011-FYPDVD
239449,"Prime Annex 1 BR +balcony - UofT, Subway, Bloor",349772,Steven,,Annex,43.66701,-79.40625,Entire home/apt,88,28,36,2023-12-27,0.28,1,106,6,
248939,Perfect for ONE,1304211,Nadia,,Caledonia-Fairbank,43.6826171875,-79.4592514038086,Private room,44,29,45,2016-10-24,0.30,2,19,0,
529227,Little Italy-4 bedroom house,2600229,Orsolya,,Palmerston-Little Italy,43.65836,-79.42479,Entire home/apt,450,28,18,2018-08-19,0.13,1,212,0,STR-2302-GSKRVT
529256,Room in amazing retro modern space,2597290,Caroline,,Trinity-Bellwoods,43.65075,-79.41072,Private room,97,28,113,2020-03-10,0.80,1,365,0,
248940,Basement Apartment perfect for 3,1304211,Nadia,,Caledonia-Fairbank,43.68238,-79.46038,Entire home/apt,50,28,103,2023-12-12,0.74,2,43,10,STR-2012-GZXRVH
251549,Room in mid-town apartment,1319225,Kathleen,,Annex,43.66584,-79.41251,Private room,,28,18,2023-08-12,0.15,1,0,1,
533659,Best View in Downtown 5 Star Luxury 1+1 w/office,1019968,Roman,,Waterfront Communities-The Island,43.63953,-79.38257,Entire home/apt,203,28,175,2023-09-01,1.24,1,118,9,STR-2011-FLKRVB
266300,FURNISHED ONE-BDRM TORONTO KING W,1396237,Jonathan,,Niagara,43.63999,-79.41465,Entire home/apt,,30,5,2019-06-11,0.06,1,0,0,
537679,NIce room with private bathroom,2586974,Yin,,Mimico (includes Humber Bay Shores),43.62452,-79.48793,Private room,,28,0,,,1,0,0,
269355,Elegant apartment in the heart of Toronto,1411076,Adam,,Casa Loma,43.68419,-79.40125,Entire home/apt,,28,0,,,1,0,0,
543810,Spacious 1+1 Condo Downtown Toronto,2671905,R.,,Waterfront Communities-The Island,43.63942,-79.39216,Entire home/apt,,28,10,2015-08-16,0.08,1,0,0,
273304,In the heart of Toronto downtown!,1409872,Ravish,,Church-Yonge Corridor,43.6605,-79.38057,Private room,,28,0,,,1,0,0,
547777,A Beautiful Funky Toronto Apartment,2692759,Ayelet And Sean,,Palmerston-Little Italy,43.66051,-79.42741,Entire home/apt,,28,2,2013-08-05,0.01,1,0,0,
288341,Beautiful Victorian Home,1368256,Robert,,North St.James Town,43.67098,-79.37434,Entire home/apt,300,5,43,2023-11-25,0.34,1,273,15,STR-2009-GXRRPH
571429,Chic Upper Beach 3 Bedroom Beauty,377846,Nick & Nena,,East End-Danforth,43.68519,-79.29338,Entire home/apt,129,28,29,2021-10-09,0.21,18,365,0,
573892,DOWNTOWN TORONTO LUXURY FURNISHED CORPORATE SUITE,2175675,Frank,,Waterfront Communities-The Island,43.64278,-79.37985,Entire home/apt,109,28,84,2024-01-22,0.60,4,102,2,
291699,Furnished room in  lovely Annex house June - Nov,1466410,Susan,,Annex,43.670291900634766,-79.41659545898438,Private room,35,120,0,,,1,197,0,
593324,Charming Victorian in Leslieville,2929774,Susan,,South Riverdale,43.66114,-79.34742,Entire home/apt,,28,7,2015-10-06,0.05,1,0,0,
918623,50 Things to See'n Do in 5 to15 min,4933919,Alina,,Blake-Jones,43.67653,-79.34076,Private room,,40,76,2020-03-21,0.58,2,0,0,
602407,Large bedroom with private bathroom and shower,2980659,Nanou,,Woodbine Corridor,43.67774,-79.31352,Private room,84,28,39,2019-08-10,0.28,1,364,0,
613695,House in Little Italy,2741309,Sean,,Palmerston-Little Italy,43.65971,-79.41234,Entire home/apt,,28,0,,,1,0,0,STR-2210-HXWDVL
921532,A Tiny Hotel - The Malibu Room,512812908,Louise,,Greenwood-Coxwell,43.67698,-79.32201,Private room,53,1,127,2024-02-11,4.09,1,152,66,STR-2205-GKHVHF
620965,Private Room in Artist Home by Transit,897683,Hajnal,,Birchcliffe-Cliffside,43.70396,-79.24856,Private room,39,28,30,2023-10-04,0.22,2,88,1,STR-2010-GCSXPF
923427,Big Room in a Great Neighbourhood,4966594,Mark,,Palmerston-Little Italy,43.65798572350852,-79.41014035348309,Private room,103,5,37,2024-01-25,0.28,2,63,13,STR-2301-FQVBHQ
624190,Danforth/Greek Town  appartment,3096162,Brigitt,,Broadview North,43.69032,-79.35236,Entire home/apt,,28,0,,,1,0,0,
950053,PAN AM PENTHOUSE WITH SKYLINE VIEWS,5153529,Adrian,,Regent Park,43.65794,-79.35755,Entire home/apt,160,365,9,2016-02-14,0.07,2,75,0,
625877,Calming Bedroom 2 - Beaches Toronto,2268652,Julie,,Woodbine Corridor,43.67639,-79.31017,Private room,37,30,22,2023-11-17,0.18,3,1,2,
625942,Calming Bedroom 3 - Beaches Toronto,2268652,Julie,,Woodbine Corridor,43.67739,-79.31034,Private room,40,28,9,2017-10-08,0.07,3,0,0,
638500,3 bdrm on Queen West TO,3178928,Lisa Marie,,South Parkdale,43.63907,-79.44036,Entire home/apt,,28,9,2016-09-26,0.09,1,0,0,
954475,1 BR-Close to Yonge & Eglinton 101,1854872,Nadarajah,,Flemingdon Park,43.72054,-79.33524,Private room,,28,32,2023-06-11,0.24,5,12,1,
954935,Furnished 1 Bedroom Appartment,5186386,Kc,,South Riverdale,43.66451,-79.33498,Entire home/apt,80,30,33,2024-01-08,0.25,1,283,2,
638586,Toronto Downtown near TIFF &  Convention Centre,3186285,Solange,,Waterfront Communities-The Island,43.64356,-79.3903,Entire home/apt,300,28,61,2021-05-23,0.53,1,358,0,
955073,YONGE - DUNDAS Fully Furnished,4477219,Vas,,Church-Yonge Corridor,43.655,-79.3796,Entire home/apt,60,28,11,2020-06-30,0.14,4,0,0,
643389,"Bachelor Apt, 2nd flr, South Window",3217095,Mark,,South Parkdale,43.63589,-79.42796,Entire home/apt,,28,3,2017-05-20,0.03,1,0,0,
955446,"1 BR DOWNTOWN CONDO, SLEEPS 4 W/PARKING",3272927,Sam,,Waterfront Communities-The Island,43.64498,-79.39056,Entire home/apt,,28,71,2023-11-01,0.54,1,3,2,
643916,Basement apartment (1 bdrm) in lower Junction,574360,Yvonne,,Junction Area,43.66308,-79.47795,Entire home/apt,120,28,4,2016-04-27,0.03,1,197,0,
956250,Lovely fully detached private house,5066966,Amanda,,Dufferin Grove,43.65367,-79.43242,Entire home/apt,,28,4,2018-03-16,0.03,1,0,0,
654048,Large 4 Bedroom House in Toronto Private Clean,3289972,Minoo,,Morningside,43.7837,-79.20675,Entire home/apt,190,28,18,2023-08-16,0.13,1,363,2,
655522,Sunny and Charming Apartment,3299954,Basil,,Kensington-Chinatown,43.65667,-79.39539,Entire home/apt,,28,27,2018-08-10,0.19,1,0,0,
959676,Casa Palma Azul,5214021,Michael,,Church-Yonge Corridor,43.66498,-79.37963,Entire home/apt,95,28,32,2024-01-16,0.25,1,187,3,
666670,Super Studio in the Upper Beach II,377846,Nick & Nena,,East End-Danforth,43.68614,-79.29126,Entire home/apt,67,28,47,2023-09-07,0.36,18,365,3,
669162,SPECTACULAR VIEW DWNTOWN TORONTO.,2942180,Jerry,,Cabbagetown-South St.James Town,43.66667,-79.37502,Entire home/apt,,28,0,,,1,0,0,
985003,1 Bedroom Basement Apartment in Leslieville,2396097,Jean-Francois,,South Riverdale,43.66517,-79.34037,Private room,99,28,115,2023-12-07,0.89,1,361,22,STR-2012-HQZBHK
670171,Refreshing High Park Apt - close to Lake / Nature,3395349,Suzanna,,High Park North,43.65627,-79.45863,Entire home/apt,95,28,0,,,1,288,0,
985498,1+ Den - Entertainment District,5407081,Wayne,,Waterfront Communities-The Island,43.64421,-79.39108,Entire home/apt,,180,238,2020-08-04,1.80,1,179,0,
985648,Private room in Brockton Village.,5242437,Kristin,,Little Portugal,43.65128,-79.43596,Private room,72,2,15,2024-02-01,0.12,1,327,12,STR-2205-JBDDVM
986506,Sunny Danforth Apartment,5413926,Lesley,,North Riverdale,43.67629,-79.35824,Entire home/apt,100,30,16,2023-11-30,0.18,1,38,3,
701230,Authentic Bright Artist's Loft,3587917,Darby,,High Park North,43.65873,-79.45336,Entire home/apt,,28,14,2018-07-31,0.11,1,0,0,
990322,"Fantastic private gem, just like a home.",377962,Coreen,,Humewood-Cedarvale,43.68363,-79.42522,Entire home/apt,115,28,34,2023-11-26,0.29,6,186,3,
702286,Beautiful Garden Apt With Porches,3604846,Wies,,High Park-Swansea,43.65374,-79.45359,Entire home/apt,144,28,18,2022-08-06,0.13,4,260,0,
1001438,Private bedroom Queen W/Toronto Western Hospital,3131000,Janet,,Trinity-Bellwoods,43.64822,-79.40732,Private room,60,28,167,2024-02-12,1.28,1,200,8,
703124,Beautiful large 3 bdrm in High Park Roncesvalles,3604846,Wies,,High Park-Swansea,43.65329,-79.45257,Entire home/apt,195,30,24,2023-09-10,0.20,4,243,2,
703133,2 BDRM 2000SF Executive Suite,3604846,Wies,,High Park-Swansea,43.65563,-79.45259,Entire home/apt,170,31,4,2019-04-20,0.03,4,271,0,
1009656,Bloorcourt Village Apt. longer-term accommodations,5554523,Holly & Chad,,Dovercourt-Wallace Emerson-Junction,43.66712,-79.43177,Entire home/apt,130,28,169,2022-04-30,1.29,1,91,0,
728817,Bright Victorian Home in Roncesvalles Village,3783106,Jeremy And Monica,,Roncesvalles,43.64147,-79.44633,Entire home/apt,445,28,14,2023-07-25,0.11,1,127,2,STR-2012-HGVHHJ
1012527,Scandinavian Cottage in the City,5518435,Darya,,Niagara,43.64471,-79.41152,Entire home/apt,542,28,2,2018-07-02,0.02,1,363,0,
756619,Winchester Suite /  Large Modern Bedroom Downtown,3982898,Andrew,,Cabbagetown-South St.James Town,43.664642,-79.371208,Private room,116,3,108,2024-01-01,0.84,3,130,34,STR-2010-HLLXPK
1022764,Beautiful Davisville Toronto Home,5630548,Daniel,,Mount Pleasant East,43.70878,-79.38229,Entire home/apt,,28,13,2018-11-03,0.10,1,365,0,
762143,Hidden lakeview oasis downtown,4017316,Patricia,,Waterfront Communities-The Island,43.63708,-79.39198,Entire home/apt,109,180,5,2017-06-03,0.04,1,364,0,
1030061,Modern 1 Bedroom Condo in Entertainment District,1984757,Michelle,,Waterfront Communities-The Island,43.64451,-79.39205,Entire home/apt,98,60,26,2023-03-06,0.28,1,278,1,
762472,Amazing Loft for rent downtown T.O.,4019741,Peter,,Moss Park,43.65036,-79.36823,Entire home/apt,,28,0,,,1,0,0,
1033151,The Great Gerrard - Paris Suite,377846,Nick & Nena,,East End-Danforth,43.6809,-79.30485,Entire home/apt,63,28,49,2024-01-15,0.38,18,350,4,
771141,Studio Loft/Walk to Eaton Center,4068231,Margaret,,Moss Park,43.65802,-79.37108,Entire home/apt,82,30,33,2023-04-27,0.25,6,314,2,
1033162,DOWNTOWN TORONTO LUXURY PENTHOUSE CORPORATE SUITE,2175675,Frank,,Waterfront Communities-The Island,43.64285,-79.38026,Entire home/apt,129,28,7,2023-12-17,0.09,4,44,2,
1035534,------>Private Room in shared house,5700231,Roxy,,South Riverdale,43.66721447609309,-79.3389367122751,Private room,45,120,0,,,2,365,0,
774352,Ultimate Yorkville Luxury,4085292,Sky Suites,,Church-Yonge Corridor,43.67049,-79.38457,Entire home/apt,275,28,74,2023-11-21,0.68,2,60,4,STR-2304-HPZBHX
777132,Nice view in uptown Toronto!,1664833,Romain-Francois,,Don Valley Village,43.77659,-79.35056,Private room,,5,211,2023-12-03,1.57,1,0,19,STR-2205-GPSKVG
1036076,"Luxury Apt, Garden, small Dog welcome, Ev Charger",4468895,Melanie,,Willowdale East,43.76633,-79.40424,Entire home/apt,98,28,40,2023-11-25,0.35,1,236,6,
1037034,Hip 3bdrm house with yard+garage,5709010,Jode,,Dovercourt-Wallace Emerson-Junction,43.66695,-79.42156,Entire home/apt,,28,56,2020-01-02,0.43,1,0,0,
779670,Elegant Family Home in the Heart of Rosedale,4111007,Stephanie,,Rosedale-Moore Park,43.67716,-79.38653,Entire home/apt,400,28,1,2019-05-10,0.02,1,228,0,
1042311,1 Bedroom in Leslieville Toronto!,5736902,Christine,,South Riverdale,43.666,-79.33684,Entire home/apt,85,28,41,2023-10-31,0.33,1,77,4,STR-2009-FKBDPB
788710,High Park Stylish Apartment,844281,Richard,,High Park-Swansea,43.64366,-79.45216,Entire home/apt,,30,2,2020-04-14,0.01,1,0,0,
1053838,Beautiful Private room Downtown Toronto,2741400,Rk,,Palmerston-Little Italy,43.65638,-79.41567,Private room,70,31,152,2019-12-22,1.17,1,365,0,
790887,Yonge & Wellesley Prime Downtown Shared Apartment,2056128,Robert,,Church-Yonge Corridor,43.66414,-79.38351,Private room,163,1,489,2024-02-08,3.77,2,41,59,STR-2204-GLMPHG
1057144,Beautiful Toronto Home opp Park,265033,Vivienne,,Dufferin Grove,43.65883,-79.43081,Entire home/apt,225,28,6,2016-10-28,0.05,1,358,0,
791012,1+ den near CN Tower w/ parking,4167411,Andie,,Waterfront Communities-The Island,43.63923,-79.39358,Entire home/apt,,28,4,2015-08-16,0.04,1,0,0,
794506,Beautiful suite in Downtown Toronto,4186011,Oron,,Waterfront Communities-The Island,43.63996,-79.39109,Entire home/apt,286,3,139,2023-11-12,1.17,1,125,38,STR-2011-HZQKVM
1058442,2 Bedroom Penthouse Downtown,1805882,Elisabeth,,Church-Yonge Corridor,43.65456,-79.37906,Entire home/apt,,30,2,2018-07-31,0.02,3,0,0,
1066060,Family home steps to beach with parking,1618054,Nick,,The Beaches,43.66715,-79.31288,Entire home/apt,195,29,10,2024-01-31,0.18,1,129,4,
1066205,Downtown East One Bdrm and Spacious Bath,4010527,Diane,,Moss Park,43.65696,-79.37193,Entire home/apt,255,31,29,2023-12-06,0.32,4,355,2,
796501,Stunning modern bachelor apartment,4195876,Dale,,Casa Loma,43.68212,-79.40447,Private room,203,28,91,2020-09-07,0.72,2,365,0,
1066718,Entire Suite with Private Entry/Bath/Garden,5867364,Emil,,Niagara,43.64535,-79.40446,Private room,186,2,651,2024-01-31,4.96,1,252,80,STR-2010-FVKRPD
1077140,Lovely full  house in Upper Beach (with cat!),5926814,Lysa,,East End-Danforth,43.68140684545859,-79.3078859357622,Entire home/apt,,28,6,2014-06-28,0.05,1,0,0,STR-2302-HVFXVY
798392,Trendy Loft in West Queen West,1552988,Paulo,,Little Portugal,43.64446,-79.42695,Entire home/apt,260,3,17,2023-09-24,0.19,1,362,14,STR-2306-GRVKVT
1080121,Downtown Suite with the Best Views in the City,672978,Katy,,Waterfront Communities-The Island,43.64159,-79.38115,Entire home/apt,186,90,516,2020-03-18,4.01,2,365,0,
1092407,Great Gerrard - Mona Lisa Suite,377846,Nick & Nena,,East End-Danforth,43.68185,-79.30506,Entire home/apt,62,28,32,2024-01-21,0.25,18,333,1,
799800,"LONG-TERM, FEMALES, CLEAN, COZY-AIRPORT P/U POSS.",1786233,Mina,,Thistletown-Beaumond Heights,43.73732,-79.5744,Private room,25,28,22,2017-10-01,0.16,1,258,0,
1106103,Rare Trinity Bellwoods w/ Outdoor Kitchen & Living,6073307,Victoria,,Trinity-Bellwoods,43.6524,-79.41476,Entire home/apt,275,28,0,,,1,365,0,
817749,One Bedroom Downtown,4289557,Dimitri,,Waterfront Communities-The Island,43.64674,-79.39975,Entire home/apt,98,30,47,2018-01-01,0.35,1,88,0,
1110760,The Great Gerrard - New York Suite,377846,Nick & Nena,,East End-Danforth,43.68239,-79.30521,Entire home/apt,63,28,37,2024-01-01,0.28,18,347,5,
1145641,Annex/Little Italy Private Room,4966594,Mark,,University,43.65966636290684,-79.40819169691818,Private room,60,3,34,2024-01-24,0.26,2,63,19,STR-2301-FQVBHQ
1150719,Garden Aptartment,6306986,William,,South Riverdale,43.65761033456896,-79.3487897937537,Entire home/apt,131,3,84,2023-11-26,0.64,1,0,31,STR-2208-JGTVHM
818228,Private Room in Downtown Toronto RM2,4297691,Graeme,,Dovercourt-Wallace Emerson-Junction,43.65851,-79.4431,Private room,70,1,544,2024-02-12,4.25,2,303,132,STR-2204-GFYHHF
1153863,One bedroom and private bath by the lake,6323589,Ranjani,,Mimico (includes Humber Bay Shores),43.62193938206074,-79.48603603182335,Private room,75,5,5,2023-09-25,0.78,1,262,5,STR-2304-GPWPHT
820177,Little Italy 1 Bedroom Apt - Excellent Location!,149566,Vinita + Joe,,Palmerston-Little Italy,43.65555,-79.42017,Entire home/apt,95,28,39,2023-06-06,0.29,1,183,1,
1156413,Charming Victorian House: High Park,1590126,Melissa  Slatkoff,,Roncesvalles,43.64355,-79.44244,Entire home/apt,,28,24,2018-07-11,0.19,2,0,0,
822085,Beautiful Deluxe Toronto Home,4316883,Scott,,Rosedale-Moore Park,43.689,-79.37799,Entire home/apt,,28,8,2021-08-21,0.08,1,363,0,STR-2206-GTRDVH
1161888,Authentic Hard Loft in the Heart of Toronto,1478241,Stephanie,,South Parkdale,43.63898505711864,-79.4208558934413,Entire home/apt,153,3,117,2023-12-10,1.00,1,13,18,STR-2204-FMSHHC
827774,Beautiful House in Central Toronto,4340437,Ted,,Danforth,43.68255,-79.33506,Private room,,28,0,,,1,0,0,
1162480,Chic Downtown Condo Loft + parking,6255603,Fojan,,Regent Park,43.65695,-79.35854,Entire home/apt,152,29,52,2020-02-08,0.46,1,289,0,
835116,Comfy 1BD Great Location! Park Free,2019357,Tyrone,,South Riverdale,43.66152,-79.34284,Entire home/apt,,28,22,2015-09-19,0.16,1,0,0,
